1700	346.41	1750	259.808	348	
1700	519.615	1750	433.013	349	
1700	692.82	1750	606.218	350	
1700	866.025	1750	779.423	351	
1700	1039.23	1750	952.628	352	
1700	1212.44	1750	1125.83	353	
1700	1385.64	1750	1299.04	354	
1700	1558.85	1750	1472.24	355	
1700	1732.05	1750	1645.45	356	
1700	173.205	1750	259.808	357	
1700	346.41	1750	433.013	358	
1700	519.615	1750	606.218	359	
1700	692.82	1750	779.423	360	
1700	866.025	1750	952.628	361	
1700	1039.23	1750	1125.83	362	
1700	1212.44	1750	1299.04	363	
1700	1385.64	1750	1472.24	364	
1700	1558.85	1750	1645.45	365	
1700	1732.05	1750	1818.65	366	
1750	86.6025	1850	86.6025	367	
1750	259.808	1850	259.808	368	
1750	433.013	1850	433.013	369	
1750	606.218	1850	606.218	370	
1750	779.423	1850	779.423	371	
1750	952.628	1850	952.628	372	
1750	1125.83	1850	1125.83	373	
1750	1299.04	1850	1299.04	374	
1750	1472.24	1850	1472.24	375	
1750	1645.45	1850	1645.45	376	
1750	1818.65	1850	1818.65	377	
1850	86.6025	1900	173.205	378	
1850	259.808	1900	346.41	379	
1850	433.013	1900	519.615	380	
1850	606.218	1900	692.82	381	
1850	779.423	1900	866.025	382	
1850	952.628	1900	1039.23	383	
1850	1125.83	1900	1212.44	384	
1850	1299.04	1900	1385.64	385	
1850	1472.24	1900	1558.85	386	
1850	1645.45	1900	1732.05	387	
1850	259.808	1900	173.205	388	
1850	433.013	1900	346.41	389	
1850	606.218	1900	519.615	390	
1850	779.423	1900	692.82	391	
1850	952.628	1900	866.025	392	
1850	1125.83	1900	1039.23	393	
1850	1299.04	1900	1212.44	394	
1850	1472.24	1900	1385.64	395	
1850	1645.45	1900	1558.85	396	
1850	1818.65	1900	1732.05	397	
1900	173.205	2000	173.205	398	
1900	346.41	2000	346.41	399	
1900	519.615	2000	519.615	400	
1900	692.82	2000	692.82	401	
1900	866.025	2000	866.025	402	
1900	1039.23	2000	1039.23	403	
1900	1212.44	2000	1212.44	404	
1900	1385.64	2000	1385.64	405	
1900	1558.85	2000	1558.85	406	
1900	1732.05	2000	1732.05	407	
